aachen;akwizgran,
promethium;promet (pierwiastek chemiczny)
prominent;ktoœ bardzo wa¿ny
promotion;promocja
propaganda;propaganda
prophetisch;proroczy
prosa;proza
prosit!;na zdrowie!
prosit;prosiæ
prostitution;prostytucja
protactinium;protaktyn (pierwiastek chemiczny)
protektion;protekcja
protest;protest
protestantisch;protestancki
protestantismus;protestantyzm
protestieren;protestowaæ
prothese;proteza
proton;proton
provozieren;prowokowaæ
prozent;procent
prozess;proces
prozessor;procesor (inform.)
prüde;pruderyjny
prüderie;pruderia
prüfung;egzamin,rewizja,inspekcja
ptah;staroegipski bóg stwórca,ptah
puder;puder,zasypka
puff;burdel
puffbohne;bób
pull-down-menü;rozwijane menu (inform.)
pullover;sweter
pulsweitenmodulation;modulacja szerokoœci impulsów
pult;pulpit
pulverfass;beczka prochu
puma;puma
pumpe;pompa,pompka
punkt;punkt
punsch;poncz
pupille;Ÿrenica
puppe;lalka,poczwarka
pute;indyk
puter;indyk,indor
putzen;czyœciæ,pucowaæ
putzfrau;sprz¹taczka
putzig;zabawny,pocieszny
puzzle;puzzle,uk³adanka
pyjama;pi¿ama
quäken;kwiliæ
qualle;meduza
qualvoll;mêcz¹cy,drêcz¹cy
quantor;kwantyfikator
quark;twaróg,kwark
quatsch!;bzdury!
québec;quebec
quecke;perz
quecksilber;rtêæ
quelle;Ÿród³o
queue;kij do bilarda
quieken;kwiczeæ,piszczeæ
quotient;iloraz
rabatt;rabat,upust
rabe;kruk
rabiat;rozjuszony,brutalny
rache;zemsta
rachen;gard³o,gardziel
rächen;mœciæ siê
rachitis;krzywica
rad;ko³o (pojazdu),ko³o (geometria),wirnik,rower,symbol jednostki radian
radar;radar
radaubruder;awanturnik
rädertierchen;wrotek
radieschen;rzodkiewka. rzodkiewka
radio;radio (instytucja),radio (urz¹dzenie)
radium;rad (pierwiastek chemiczny)
radler;rowerzysta,napój powsta³y ze zmieszania piwa i lemoniady
radon;radon (pierwiastek chemiczny)
ranzig;zje³cza³y
rap;rap
rappen;rapowaæ
rapper;raper
rar;rzadki,cienki
rasch;szybki,prêdki
rasse;rasa
rasur;golenie
rathaus;ratusz
ratifizieren;ratyfikowaæ
ratlos;bezradny
ratte;szczur,drañ (pejor.)
rattenfänger;szczuro³ap
rauch;dym
rauchen;paliæ papierosy,palenie,paliæ (papierosy),dymiæ
räuchern;wêdziæ
razzia;zaskakuj¹ca akcja policji lub s³u¿b specjalnych,nalot
rechnen;liczyæ,rachowaæ
rechner;komputer
recht;prawy,prawo,s³usznoœæ,racja,s³uszny,w³aœciwy,odpowiedni,znajduj¹cy siê po prawej stronie
rechtsanwalt;adwokat,obroñca
rechtschreibfehler;b³¹d ortograficzny
rechtsseitig;prawostronny
redaktion;redakcja (dokonywanie zmian redakcyjnych w tekœcie),redakcja (zespó³ dziennikarzy),redakcja
rede;mowa,przemowa,mowa,s³owa
redlich;rzetelny,uczciwy
reflexivverb;czasownik zwrotny
refrain;refren
regel;regu³a,prawid³o,miesi¹czka
regelmäßig;regularny,foremny
regen;deszcz
regenbogen;têcza
regieren;rz¹dziæ
regierung;rz¹d,panowanie,w³adanie,rz¹dy
regisseur;re¿yser
register;rejestr
reich;pañstwo,bogaty
reif;szron,bransoleta,diadem,pierœcionek,dojrza³y
reife;dojrza³oœæ
reifenpanne;uszkodzenie opony,guma
reiflich;gruntowny
reihenfeuerpistole;pistolet automatyczny
reiher;czapla
reis;ryœ,ry¿
reise;podró¿
reisen;podró¿owaæ
reisig;chrust
reißverschluss;zamek b³yskawiczny
reiten;jeŸdziæ (na zwierzêciu)
reiter;jeŸdziec
reitsport;jeŸdziectwo
reizker;rydz
reklamation;reklamacja
relief;relief
religion;religia,religia (przedmiot w szkole)
religionswissenschaft;religioznawstwo
reliquie;relikwia
rennen;biegaæ,gnaæ,wpadaæ
rente;emerytura (stan spoczynku),emerytura (pieni¹dze),renta
repertoire;repertuar
reporter;reporter,reporta¿ysta
repräsentieren;reprezentowaæ
reptil;gad
republik;republika
reputation;reputacja
reservoir;rezerwuar
rest;reszta,pozosta³oœæ,ostatek
restaurant;restauracja
restmenge;ró¿nica zbiorów
resümee;streszczenie
retortenbaby;dziecko z probówki
retourspiel;rewan¿owy
rettich;rzodkiew
reue;skrucha
revanche;rewan¿
revanchieren;rewan¿owaæ
revolution;rewolucja
revolver;rewolwer
rezeption;recepcja
rhabarber;rabarbar
rhein;ren
rhenium;ren (pierwiastek chemiczny)
rhetorisch;retoryczny
rhodium;rod (pierwiastek chemiczny)
richter;sêdzia
richtung;kierunek,trend,nurt
rinderbraten;pieczeñ wo³owa
rindfleisch;wo³owina
ring;pierœcieñ,obrêcz,pierœcionek,obr¹czka,pierœcieñ,okr¹g (kszta³t),rynek (przest.),ulica zataczaj¹ca okr¹g,obwodnica,ring,pierœcieñ (matem.)
ringelwurm;pierœcienica
ringen;dzwoniæ
rippchen;¿eberka
rippenfellentzündung;zapalenie op³ucnej
rippenqualle;¿ebrop³aw
risiko;ryzyko
ritter;rycerz
ritterlich;rycerski
ritus;obrz¹dek,rytua³
rivalisieren;rywalizowaæ
robust;silny,krzepki
rochen;icht. ichtiologia p³aszczka
rock;surdut,marynarka,sukmana,spódnica,spódniczka
roentgenium;roentgen (pierwiastek chemiczny)
rohkost;surówka
roller;hulajnoga
rollstuhl;wózek inwalidzki
rollstuhlfahrer;cz³owiek na wózku inwalidzkim
roman;roman (imiê)
römisch;rzymski
rosa;ró¿,kolor ró¿owy
rosé;wino ró¿owe
rosenkohl;brukselka
rosine;rodzynek
rosinen im kopf haben;mieæ rodzynki w g³owie,mieæ bujne wyobra¿enia
rost;ruszt
rostfrei;nierdzewny
rot;czerwony,czerwieñ,kolor czerwony,czerwone œwiat³o (w sygnalizacji œwietlnej)
rote johannisbeere;czerwona porzeczka
roten rüben;czerwony burak
rotkohl;czerwona kapusta
rotor;rotor,wirnik
rotz;smark (pospolicie),nosacizna
routing;routing (inform.),trasowanie
rubidium;rubid (pierwiastek chemiczny)
rubrik;rubryka
rucksack;plecak
ruder;wios³o,ster
rudern;wioœlarstwo
rübchen;rzepa
rübe;burak
rückgrat;krêgos³up
rückspiel;mecz rewan¿owy
rückwärtsgang;bieg wsteczny
rüde;ordynarny,gburowaty
rüge;nagana
rüssel;tr¹ba (s³onia)
rütteln;trz¹œæ
rufen;wo³aæ,krzyczeæ,wo³aæ,zawo³aæ,nazywaæ,wo³aæ,wzywaæ
ruhe!;cicho!
ruhe;cichy
ruhepotential;potencja³ spoczynkowy
rummelplatz;weso³e miasteczko
rumpf;tu³ów,korpus (tech.),kad³ub (np. statku)
rund;okr¹g³y
rundum;w zupe³noœci
russe;rosjanin
russin;rosjanka
russisch;jêzyk rosyjski
rußland;rosja
russland;rosja
rute;rózga,ró¿d¿ka
ruthenium;ruten (pierwiastek chemiczny)
rutherfordium;rutherford (pierwiastek chemiczny)
saatkrähe;gawron
sabotage;sabota¿
sabotieren;sabotowaæ
sachsen;saksonia (kraina historyczna),saksonia
sackgasse;œlepa uliczka,œlepa uliczka
sackmesser;scyzoryk
saft;sok
saftig;soczysty
saftpresse;wyciskarka do owoców
sagen sie mir;proszê mi powiedzieæ
sagen;mówiæ,powiedzieæ
sahne;œmietana
saite;struna
saitenwurm;nitnikowiec
salami;salami
salat;sa³atka,sa³ata
salon;salon
salpetersäure;kwas azotowy
salto;salto
saltz;sól
saltzig;s³ony
salz;sól
salzig;s³ony
salzsäure;kwas solny
samarium;samar (pierwiastek chemiczny)
samstag;sobota
samt;wraz z,dodatkowo z
sand;piasek
sandburg;zamek z piasku
sanduhr;klepsydra
sanitär;sanitarny
sardine;sardynka
sarg;trumna
satan;szatan
satt;syty,zamo¿ny
saturn;saturn
saubohne;bób (roœlina),bób
sauce;sos
saudi-arabien;arabia saudyjska
sauer;kwaœny,z³y,wœciek³y,kwaszony
sauerstoff;tlen (pierwiastek chemiczny)
säufer;pijak
säugetier;ssak
saugwurm;przywra
säule;kolumna,filar,s³up
saum;r¹bek,obwódka
säure;kwas
scandium;skand (pierwiastek chemiczny)
scanner;skaner (inform.)
schabe;karaluch
schade;szkoda
schädel;czaszka
schaf;owca,g³upek,baran
schaffen;pracowaæ
schafferhund;owczarek
schal;szal
schälen;obieraæ,³uskaæ
schall;dŸwiêk
scham;wstyd
schamen;wstydziæ siê
schamhaft;wstydliwy
schamlos;bezwstydny
schande;hañba,wstyd
scharf;ostry,zaostrzony,pikantny,doprawiony,¿r¹cy,jaskrawy,przenikliwy,wyraŸny,gwa³towny
scharfschützengewehr;karabin wyborowy
scharlach;p³onica
scharm;urok,wdziêk,powab
schatten;cieñ,niewyraŸny kontur,sylwetka,cieñ,smuga (ciemna),cieñ,coœ niedobrego,negatywnego
schattig;cienisty
schätzung;szacunek,oszacowanie
schauder;dreszcz
schauderhaft;okropny
schauen nach;opiekowaæ siê,dogl¹daæ
schauen;patrzenie,spogl¹danie,patrzeæ,spogl¹daæ,
schäufelchen;³opatka
schaukel;huœtawka
schaum;piana,pianka
schauspieler;aktor
schauspielerin;aktorka
scheck;czek
scheiden lassen;rozwieœæ siê
scheinen;œwieciæ,jarzyæ siê,sprawiaæ wra¿enie,zdawaæ siê,wygl¹daæ na
scheiße;gówno
scheisse;gówno
schemel;sto³ek,taboret
schere;no¿yce,no¿yczki
scherzh.;¿art.,¿artobliwie
scherzhaft;¿artobliwy,¿artobliwie
scheu;bojaŸñ,nieœmia³oœæ
scheusal;potwór,szkarada,drañ
schichtarbeit;praca na zmiany
schichtung;warstwowanie,uwarstwienie
schichtvulkan;wulkan sto¿kowy
schick;szyk,elegancja
schicksal;los,fatum,przeznaczenie
schiebetür;drzwi przesuwane
schiefer;³upek
schielen;zez,zezowatoœæ
schiesen;strzelaæ
schiffsgeschütz;dzia³o okrêtowe
schiffsmannschaft;za³oga statku,za³oga okrêtu
schiffsschraube;œruba okrêtowa
schiffstaufe;chrzest statku,chrzest okrêtu
schild;tarcza,szyld,wywieszka,etykieta,znak informacyjny,znak drogowy
schildkröte;¿ó³w
schildvulkan;wulkan tarczowy
schimpfen;kl¹æ,zwymyœlaæ
schimpfname;przezwisko
schimpfwort;wyzwisko
schinderei;mordêga
schinken;szynka
schirm;parasol
schirmbildaufnahme;zdjêcie fluorograficzne
schirmqualle;kr¹¿kop³aw
schizophren;schizofreniczny
schlachter;rzeŸnik
schlachthof;rzeŸnia
schlafanzug;pi¿ama
schläfe;skroñ
schlafen;spaæ
schlaffen;spaæ
schlafrock;szlafrok
schlagen;uderzyæ,biæ,zbiæ,pobiæ,uderzaæ,waliæ,waln¹æ,pokonaæ,pobiæ,biæ,ubijaæ
schlager;przebój,szlagier
schlange;w¹¿
schlank;smuk³y,szczup³y
schläsing;œl¹sk
schlauchwurm;obleniec
schlechter;gorszy
schleimer;lizus
schlesien;œl¹sk
schlichtheit;prostota,skromnoœæ
schließen;zamkn¹æ,zakoñczyæ,zawrzeæ,zawieraæ
schlitten;sanie,sanki
schloss;zamek
schludern;partoliæ,knociæ
schlüss;zamkn¹æ,zamykaæ
schlüssel;klucz
schlüsselbein;obojczyk
schlund;gard³o,gardziel
schlußbemerkung;uwaga koñcowa
schmächtig;w¹t³y,szczup³y,mizerny,cienki o ksi¹¿ce,niepozorny
schmähschrift;paszkwil
schmal;w¹ski
schmalfilmkamera;kamera w¹skotaœmowa
schmalschultrig;szczup³y w ramionach
schmalz;smalec
schmarotzer;paso¿yt,paso¿yt (pejor.),darmozjad
schmeißen;rzucaæ,ciskaæ,miotaæ,daæ sobie spokój,porzuciæ,poniechaæ,fundowaæ,stawiaæ,wyrzucaæ,wywalaæ (z domu),wywaliæ (z pracy),radziæ sobie,dawaæ sobie radê,spartaczyæ,zepsuæ,zniszczyæ,schrzaniæ
schmetterling;motyl,motylek
schmieren;smarowaæ,bazgraæ
schmierer;bazgracz
schmierfink;smoluch,brudas
schminken;szminkowaæ,malowaæ siê,ucharakteryzowaæ siê
schmorbraten;pieczeñ duszona
schmoren;dusiæ (kulin.)
schmutz;brud
schmutzig;brudny
schnecke;œlimak
schneemann;ba³wan (ze œniegu)
schneid;odwaga
schneiden;kroiæ,pokroiæ,ostrzyc,strzyc,wycinaæ
schneider;krawiec
schneiderin;krawcowa
schneidezahn;siekacz
schnell;szybki,wartki
schneller;szybciej
schnittmenge;iloczyn zbiorów
schnitzel;sznycel
schnorrer;naci¹gacz
schnur;sznur,sznurek
schock;kopa,szok,wstrz¹s
schokolade;czekolada
schon gut;ju¿ dobrze
schon;ju¿
schön;pieknie,piêkny,³adny,piêknie
schoppen;kufel
schoppenbier;kufel pe³en piwa
schotte;szkot
schreck;strach
schreiben;pisaæ,napisaæ,zapisywaæ
schreibtisch;biurko
schreibtischlampe;lampka na biurko
schrift;pismo
schriftsachverständige;specjalista w dziedzinie graficznej analizy pisma
schriftsteller;pisarz
schritt;krok
schroff;stromy
schrubben;szorowaæ
schrubber;szczotka do szorowania
schüler;uczeñ
schütze;strzelec (gwiazdozbiór),strzelec (zodiak)
schützen;chroniæ
schützenkönig;król strzelców
schützer;ochraniacz
schuft;³ajdak,drañ
schulbildung;wykszta³cenie
schulbuch;podrêcznik szkolny
schuld;d³ug,wina
schuldbekenntnis;przyznanie siê do winy
schuldenfrei;wolny od d³ugów
schuldforderung;wierzytelnoœæ
schuldigkeit;powinnoœæ
schule;szko³a
schulter;bark,ramiê
schutz;ochrona,os³ona
schutzengel;anio³ stró¿
schutzumschlag;obwoluta
schwäche;s³aboœæ,s³abostka
schwachkopf;kretyn,têpak
schwager;szwagier
schwamm;g¹bka,g¹bka (przedmiot)
schwan;³ab¹dŸ,³abêdŸ
schwangerschaft;ci¹¿a
schwanz;ogon,buc,kutas,ogonowy
schwartz;czarny
schwarz;czerñ,kolor czarny,czarny
schwarzbeere;czarna jagoda
schwarze johannisbeere;czarna porzeczka
schwarzmarktpreis;cena czarnorynkowa
schwede;szwecja
schweden;szwecja
schwedin;szwedka
schwefel;siarka (pierwiastek chemiczny)
schwein;œwinia,œwinia (o cz³owieku)
schweinebraten;pieczeñ wieprzowa
schweinefleisch;wieprzowina
schweineschnitzel;sznycel wieprzowy
schweißen;spawaæ,spawaæ,spajaæ
schweitz;szwajcaria
schweiz;szwajcaria
schweizer;szwajcar,mieszkaniec szwajcarii,szwajcarski
schweizerisch;szwajcarski
schweizerische bundesbahn;zwi¹zkowa kolej szwajcarska
schwellenpotential;potencja³ progowy
schwer;ciê¿ki
schwert;miecz
schwester;siostra
schwiegermutter;teœciowa
schwiegersohn;ziêæ
schwierig;trudny
schwierigkeit;trudnoœæ,problem
schwierigkeitsgrad;poziom trudnoœci
schwimmbad;p³ywalnia
schwimmen;p³ywaæ,pop³yn¹æ,dop³ywaæ,przep³ywaæ,op³ywaæ,p³ywanie
schwindel;oszustwo,szwindel
schwül;duszny,duszno
schwüle;duchota
seaborgium;seaborg (pierwiastek chemiczny)
sechs;szeœæ,6,godzina szósta
sechseinhalb;szeœæ i pó³
sechste;szósty
sechts;szeœæ
sechzehn;szesnaœcie
sechzehnte;szesnasty
sechzig;szeœædziesi¹t
see;jezioro,morze
seenotrettungskreuzer;statek s³u¿by ratownictwa morskiego
seestern;rozgwiazda
segel;¿agiel
sehen;widzieæ,patrzyæ,zobaczyæ
sehne;œciêgno
sehnsucht;têsknota
sehr;bardzo
seidel;kufel
seife;myd³o
seilbahn;wyci¹g górski
sein;jego,byæ,byæ w jakimœ wieku
seit eh und je;od niepamiêtnych czasów,od zawsze
seite;strona
seitens;formalne ze strony,z punktu widzenia
sekunde;sekunda
selbst;w³asny,sam w sobie,samemu,w³asnorêcznie,we w³asnej osobie
selbsterhaltungstrieb;instynkt samozachowawczy
selbstladepistole;pistolet samopowtarzalny
selbstmord;samobójstwo
selbststudium;samokszta³cenie
selbsttötung;samobójstwo
selbstverstümmelung;samookaleczenie
selen;selen
sellerie;seler
seltsamkeit;dziwnoœæ
senden;wys³aæ,wysy³aæ
senf;musztarda
sensationell;sensacyjny,rewelacyjny
september;wrzesieñ
serbien;serbia
server;serwer
sesam;sezam
shortcut;klawisz skrótu
shorts;szorty
siam;syjam
siamkatze;kot syjamski
sich an etw. übersehen;mieæ doœæ patrzenia na coœ,znudziæ siê tym
sich benehmen wie die axt im walde;zachowywaæ siê prostacko,byæ grubiañskim,nietaktownym,ordynarnym,bez og³ady
sich bewähren;sprawdzaæ siê
sich bewerben;staraæ siê,zabiegaæ,ubiegaæ siê
sich bremsen;opanowaæ siê
sich brennen;oparzyæ siê
sich die rosinen aus dem kuchen herauspicken;wyd³ubywaæ rodzynki z ciasta,zabieraæ wszystko co najlepsze dla siebie zabieraj¹c to innym
sich entscheiden;decydowaæ siê
sich fragen;zastanawiaæ siê
sich fühlen;czuæ siê
sich in tränen auflösen;ton¹æ we ³zach
sich interessieren;interesowaæ siê
sich öffnen;otwieraæ siê
sich revanchieren;rewan¿owaæ siê,mœciæ siê
sich schrubben;szorowaæ siê
sich sonnen;opalaæ siê
sich verirren;zab³¹dziæ
sich waschen;umyæ siê
sich wie ein elefant im porzellanladen benehmen;zachowywaæ siê jak s³oñ w sk³adzie porcelany
sich wohl in seiner haut fühlen;czuæ siê dobrze w swojej skórze
sich zurechtfinden;zorientowaæ siê,rozeznawaæ
sich;siê,siebie,sobie
sicher;pewny,na pewno,bezpieczny,z pewnoœci¹
sicherheitsbeauftragte;inspektor bhp
sicherheitsgürtel;pas bezpieczeñstwa
sicht;widok,widocznoœæ
sie;pan,pani,pañstwo,pani (forma grzecznoœciowa),pañstwo (forma grzecznoœciowa),ona,oni
sieben;siedem,godzina siódma
siebte;siódmy
siebzehn;siedemnaœcie
siebzehnte;siedemnasty
siebzig;siedemdziesi¹t
sieger;wyciêzca
siemens-martin-ofen;piec martenowski
siezen;mówiæ do kogoœ per pan
signal;sygna³
silber;srebro,srebrby,srebro (pierwiastek chemiczny)
silbern;srebrny
silizium;krzem (pierwiastek chemiczny)
singen;œpiewaæ
singular;liczba pojedyncza
sinken;ton¹æ
sinnen;zastanowiæ siê
sittlichkeitsverbrechen;przestêpstwo seksualne
situation;sytuacja
sitz;miejsce do siedzenia,siedzenie
sitzbank;³awka
sitzen;siedzieæ,siedzieæ w wiêzieniu
skandal;skandal
sklave;niewolnik
snöben;jeŸdziæ na snowboardzie
so dass;tak ¿e
so;taki,wiêc,zatem
sofort;natychmiast,od razu
sohn;syn
sojabohne;soja
solch;taki
soldat;¿o³nierz
sollen;musieæ,mieæ,musieæ iœæ,przyjœæ
sommer;lato
sommerferien;wakacje
sommerschlussverkauf;letnia wyprzeda¿ posezonowa
sommerschlußverkauf;letnia wyprzeda¿ posezonowa
sonnabend;sobota
sonne;s³oñce
sonnen;opalaæ siê,opalaæ
sonnenblume;s³onecznik
sonnenbräune;opalenizna
sonnenbrille;okulary przeciws³oneczne
sonnig;s³oneczny
sonntag;niedziela
sonst;w innych okolicznoœciach,kiedy indziej,zwykle,w innej sytuacji ni¿ ta,poza tym,ponadto,oprócz tego,jeszcze,jednak poza tym,abstrahuj¹c od tego,w przeciwnym wypadku,w przeciwnym razie,inaczej
sopran;sopran
sopranistin;sopranistka
sorge;k³opot,troska,zmartwienie,strapienie,zgryzota,opieka
sosse;sos
soul;seul
soviel;tyle
sowjetunion;zwi¹zek radziecki
sozialversicherung;ubezpieczenie spo³eczne
sozialwissenschaften;nauki spo³eczne
soziologe;socjolog
spaghetti;spagetti
spaltenvulkan;wulkan szczelinowy
spanien;hiszpania
spanisch;jêzyk hiszpañski,lekcja jêzyka hiszpañskiego,hiszpañski,dotycz¹cy jêzyka hiszpañskiego
spargel;szparag
spargelbohne;fasolka szparagowa
spargelkohl;broku³
spartiat;spartiata
spät;póŸno
spaziergang;spacer
speck;s³onina
speer;oszczep,w³ócznia,rzut oszczepem
speichern;gromadziæ,zapisywaæ (inform.)
speise;jedzenie,potrawa
speisekarte;menu
sperma;sperma
spickzettel;œci¹gawka
spiegel;lustro,poziom
spiel;gra
spielen;graæ,bawiæ siê
spieler;gracz
spielplatz;plac zabaw,plac do gry
spinat;szpinak
spital;szpital
spontan;coœ bez przygotowania (slang)
sporadisch;sporadyczny
sport;sport
spotten;drwiæ,szydziæ,kpiæ,drwiæ sobie,nic sobie nie robiæ,wymykaæ siê
sprache;mówiæ,jêzyk,mowa
sprachwissenschaft;jêzykoznawstwo,lingwistyka
sprechen;mówiæ
sprichwort;przys³owie
sprit;spirytus
sprossenkohl;broku³,brukselka (austr.)
spülung;sp³uczka
spur;œlad
sri lanka;sri lanka
staat;pañstwo
staatsangehörigkeit;obywatelstwo,bycie obywatelem pañstwa
staatsanwalt;prokurator
staatskasse;skarb pañstwa
stachelbeere;agrest
stadt;miasto
stadtbahn;kolej miejska
stadtbummel;przechadzka po mieœcie
städter;mieszczanin,mieszczuch
städtisch;miejski
stadtplan;plan miasta
stahl;stal
stammbaum;drzewo genealogiczne
stammbruch;u³amek prosty
standard;standard,standardowy
star;zaæma,szpak,gwiazda (s³awna osobistoœæ)
stärke;si³a,moc,krzepkoœæ
starten;startowaæ,wystartowaæ
stattfinden;odbywaæ siê
staubsaugen;odkurzaæ
staubsauger;odkurzacz
steckdose;gniazdko wtyczkowe,kontakt
stefan;stefan
stehbierhalle;piwiarnia
stehen;staæ,znajdowaæ siê,pasowaæ
steil;stromy
stein;kamieñ,kamyk,pestka
steinbock;kozioro¿ec (gwiazdozbiór),kozioro¿ec (zodiak)
steinbruch;kamienio³om
steinig;kamienisty
steinpilz;borowik
stelle;miejsce,posada,stanowisko,ustêp
stellenweise;miejscami,gdzieniegdzie
stellvertreter;zastêpca
stelze;szczud³o
sterben;umieraæ
sterblich;œmiertelny
sterblichkeit;œmiertelnoœæ,umieralnoœæ
stern;gwiazda
sternbild;gwiazdozbiór,konstelacja
sternhagelvoll;pijany jak bela
sternwarte;obserwatorium astronomiczne
stettin;szczecin
steuer;podatek
steuerlich;podatkowy
steuerzahler;podatnik
stichhaltig;przekonuj¹cy,uzasadniony
stickstoff;azot
stielqualle;s³upomeduza
stier;byk (gwiazdozbiór),byk (zodiak)
stil;styl
stilisiert;stylizowany
still;wci¹¿,ci¹gle,jeszcze,nieruchomy,sta³y,niezmienny,niegazowany,martwy
stille;cisza
stillen;karmienie piersi¹
stimme;g³os (dŸwiêk wydobywany ze strun g³osowych),g³os
stinken;cuchn¹æ,œmierdzieæ
stirn;czo³o
stock;kij,trzon,piêtro,kondygnacja
stockwerk;piêtro
stolz;duma,chluba,dumny
strafe;kara,mandat
strahl;promieñ,strumieñ
strahlung;promieniowanie
strand;pla¿a
strandkorb;koszyk (pla¿owy)
strandschirm;parasol (pla¿owy)
strangeness;dziwnoœæ
strange-quark;kwark dziwny
straßburg;strasburg
strasse;ulica
straße;ulica
straßenbahn;tramwaj,linia tramwajowa,wagon tramwaju
strecke;odcinek drogi,odcinek (matem.),trasa
streik;strajk
strömen;p³yn¹æ,laæ siê (strumieniem),przep³ywaæ,nap³ywaæ,przep³ywanie,nap³ywanie
strömungsphysik;fizyka przep³ywu
strontium;stront (pierwiastek chemiczny)
strudelwurm;wirek
student;student
studieren;studiowaæ
stück;sztuka,kawa³ek
stützen;podpieraæ,podtrzymywaæ,opieraæ siê
stuhl;krzes³o
stunde;godzina,lekcja
sturmgewehr;karabin automatyczny
subjekt;podmiot
substantiv;rzeczownik
subtrahend;odjemnik
subtrahieren;odejmowaæ
subtraktion;odejmowanie
subvention;subwencja,dotacja
suchen;szukaæ,poszukiwaæ
sucht;na³óg,uzale¿nienie,narkomania
süden;po³udnie
süffig;wyborny
süß;s³odki
süss;s³odki
süßen;s³odziæ
süßkirsche;czereœnia
süßlich;s³odkawy
süßwasserpolyp;stu³bia
suizid;samobójstwo
summand;sk³adnik
summe;suma,kwota
suppe;zupa
surfen;surfing,surfowaæ,surfowaæ (w internecie)
surfer;surfer
surferin;surferka
sweater;sweter
symbol;symbol
symphonie;symfonia
synapse;synapsa
synonym;synonim
system;system
szepter;ber³o
tabelle;tabela
tabellenkalkulationsprogramm;arkusz kalkulacyjny
